id,Edicion,Id_Propuesta,Titulo,id_distrito,nombre_distrito,Numero_Apoyos,Seleccionada,cluster_id,tema,tema_id,Seleccionada_bool
645,2,26,Cambio de arboles en padre ferris,4,Campanar,1,NO,47,Convivencia y mobiliario urbano,11,False
790,2,171,EL MAPA DE RUIDO DE RUSSAFA: SONoMETROS MONITORIZADOS.,2,l'Eixample,118,NO,23,Reducción del ruido,29,False
846,2,227,Senda del Braç de Gabia de la Acequia de Favara,19,Pobles del Sud,38,NO,47,Convivencia y mobiliario urbano,11,False
866,2,247,Wifi Parque Orriols,15,Rascanya,3,NO,6,Equipamientos específicos,13,False
1081,2,462,Biblioteca,19,Pobles del Sud,3,NO,4,Bibliotecas y ludotecas,5,False
1082,2,463,Radares en las Grandes vias,2,l'Eixample,1,NO,6,Equipamientos específicos,13,False
1088,2,469,Jardins verticals per al barri del Carme,1,Ciutat Vella,3,NO,31,Jardines y arbolado,17,False
1180,2,561,Inundacion en el colegio,7,l'Olivereta,18,NO,29,Centros educativos,10,False
1202,2,583,Solar litografo pascual y abad con pedrones,9,Jesús,3,NO,3,Solares y suelo disponible,37,False
2776,5,3464,INFORMAR SOBRE LOS SERVICIOS Y CANALES DE ATENCIoN CIUDADANA (010 /web/ app),0,Toda la ciudad,6,NO,-1,Sin clasificar,36,False
2910,5,3599,Ciclocalle Aben Al Abbar,0,Toda la ciudad,14,NO,1,Carriles bici y movilidad ciclista,7,False
2964,6,4020,Carril bici Grandes Vias,2,l'Eixample,160,NO,1,Carriles bici y movilidad ciclista,7,False
3012,6,4068,Mes Contenidors,3,Extramurs,13,NO,48,Recogida de residuos,27,False
3021,6,4077,Mesas con tablero de parchis/ajedrez,18,Pobles de l'Oest,7,NO,28,Mobiliario urbano deportivo,19,False
3023,6,4079,MODERADORES VELOCIDAD CALLE LA SERRELLA,19,Pobles del Sud,4,NO,24,Reducción de velocidad y zonas 30,28,False
3039,6,4095,Espacios abandonados para servicios comunitarios,18,Pobles de l'Oest,19,NO,38,Paneles informativos,21,False
3045,6,4101,Polideportivo municipal,19,Pobles del Sud,64,SI,39,Centros cívicos y huertos urbanos,8,True
3068,6,4124,Espai ciclopeatonal segur per baix del pont de l'estacio del Ferrocarril,17,Pobles del Nord,55,NO,1,Carriles bici y movilidad ciclista,7,False
3128,6,4184,APERTURA DE CALLE ANTIGUO LAVADERO CONEXION DOS PARTES DEL BARRIO,19,Pobles del Sud,64,NO,42,Aceras y movilidad peatonal,2,False
3187,6,4243,Ciencias: Espacio Multiusos,10,Quatre Carreres,16,NO,-1,Sin clasificar,36,False
3199,6,4255,"Comenzar zonas verdes junto Estacion del Cabañal, aprobadas en el Plan Cabañal",11,Poblats Marítims,99,NO,25,Zonas verdes,39,False
3233,6,4289,Rehabilitacion completa avenida Perez Galdos Giorgeta,7,l'Olivereta,116,NO,19,Rehabilitación del patrimonio,31,False
3279,6,4335,Descampado calle Olba,5,la Saïdia,15,NO,42,Aceras y movilidad peatonal,2,False
3336,6,4392,CENTRO DE JUVENTUD EN CRUZ CUBIERTA - SAN MARCELINO (JESUS),9,Jesús,110,NO,40,Pedanías y barrios periféricos,24,False
3355,6,4411,Vallado perimetral en parque de Plaza Doctor Torrens,10,Quatre Carreres,15,NO,34,Parques y plazas,23,False
3475,6,4532,Suciedad de escrementos en calles,16,Benicalap,29,NO,42,Aceras y movilidad peatonal,2,False
3510,6,4567,asfaltar descampado bernat descoll junto pablo neruda,10,Quatre Carreres,18,NO,35,Asfalto y pavimentación,4,False
3618,6,4675,"Peatonalizacion, Pacificacion Trafico Entorno calle Quart-Zamenhof",3,Extramurs,20,NO,43,Pacificación del tráfico,20,False
3658,6,4716,CONCURS D'IDEES PER A LA REMODELACIo DE LA PLAÇA DEL POBLE DE CARPESA,17,Pobles del Nord,30,NO,37,Parques y plazas,23,False
3707,6,4765,#mejoromicompracercadecasa.,8,Patraix,35,NO,18,Centros de salud,9,False
3757,6,4817,UNIFICACION CONTENEDORES,9,Jesús,3,NO,48,Recogida de residuos,27,False
3888,6,4950,Reciclaje de la pista de Formula 1,11,Poblats Marítims,49,NO,32,Recogida de residuos,27,False
3925,6,4987,Ruta de la Salut al Grau,11,Poblats Marítims,46,SI,18,Centros de salud,9,True
3978,6,5040,RENOVACIo D'ENLLUMENAT DE LA ENTRADA SUD DE LA CIUTAT (PISTA DE SILLA),10,Quatre Carreres,7,NO,7,Iluminación pública,15,False
3979,6,5041,"VIGILANCIA, MANTENIMIENTO  Y CONTROL PARQUES PUBLICOS",13,Algirós,11,NO,34,Parques y plazas,23,False
4060,6,5122,Traslado Para Bus 321 Carrer Sagunt - Sant Joan de la Creu,5,la Saïdia,33,NO,42,Aceras y movilidad peatonal,2,False
4083,6,5145,INSTALACIoN DE BANCOS EN LOS CRUCES DE CIRILO AMORoS,2,l'Eixample,10,NO,9,Aparcamiento para vehículos,3,False
4102,6,5164,REDISSENY DELS C/ DE L’ANGELICOT I DEL TRIADOR,1,Ciutat Vella,0,NO,-1,Sin clasificar,36,False
4137,6,5199,Plazas de aparcamiento (parking),19,Pobles del Sud,2,NO,9,Aparcamiento para vehículos,3,False
4149,6,5211,CONTENEDORES ALIMENTACIoN COLONIAS FELINAS,8,Patraix,66,SI,2,Bienestar animal,6,True
4200,6,5262,Espai Natura Orriols,15,Rascanya,59,NO,-1,Sin clasificar,36,False
4284,7,5346,INSTAL·LACIo DE PANELL INFORMATIU IL·LUMINAT / PANEL INFORMATIVO ILUMINADO,17,Pobles del Nord,1,NO,7,Iluminación pública,15,False
4293,7,5355,ADECUACIo ANTIC MATADERO COM MAGATZEM / ANTIGUO MATADERO PARA ALMACeN,17,Pobles del Nord,16,NO,48,Recogida de residuos,27,False
4324,7,5386,Adecuacion del entorno de la iglesia,19,Pobles del Sud,20,SI,40,Pedanías y barrios periféricos,24,True
4380,7,5442,AMPLIACIoN DE LA CALZADA DE LA CALLE GIBRALTAR,2,l'Eixample,0,NO,42,Aceras y movilidad peatonal,2,False
4416,7,5478,Continuar plantacion arboles en barrio Botanico,3,Extramurs,42,NO,31,Jardines y arbolado,17,False
4525,7,5587,La malvarrosa i l'horta,11,Poblats Marítims,50,NO,31,Jardines y arbolado,17,False
4673,7,5735,PipiCan en parque Nuevo MALILLA,10,Quatre Carreres,8,NO,34,Parques y plazas,23,False
4717,7,5779,Nuevo instituto Juan de Garay,8,Patraix,42,NO,9,Aparcamiento para vehículos,3,False
4859,7,5921,Reasfaltado y arreglo de aceras en C/ Luz Casanova,5,la Saïdia,32,NO,7,Iluminación pública,15,False
4930,7,5992,MEJORA DE CONEXIONES METROVALENCIAS,8,Patraix,5,NO,-1,Sin clasificar,36,False
4962,7,6024,Vorera i asfalt al carrer Empar Iturbi (Avda.Poeta F Garcia Lorca - Carrer Murla,10,Quatre Carreres,8,NO,16,Pedanías y barrios periféricos,24,False
4996,7,6058,Parque para perros,17,Pobles del Nord,10,NO,0,Pipicanes y zonas caninas,25,False
5042,7,6104,Pintura mural en valla de la Calle Azagador de las Monjas,8,Patraix,1,NO,16,Pedanías y barrios periféricos,24,False
5076,7,6138,Acondicionar y acotar el pipican entre Nicasio Benlloch y Valle de Ayora,16,Benicalap,32,SI,47,Convivencia y mobiliario urbano,11,True
5300,7,6362,Asfaltado calle Gimenez y Costa,19,Pobles del Sud,42,NO,42,Aceras y movilidad peatonal,2,False
5387,7,6449,Solar con huertas urbanas y transitables,5,la Saïdia,7,NO,3,Solares y suelo disponible,37,False
5389,7,6451,Un barrio que NO suministre gasolina a la ciudad,8,Patraix,4,NO,-1,Sin clasificar,36,False
5404,7,6466,Dignificar Plaza Virgen de Lepanto,19,Pobles del Sud,20,NO,37,Parques y plazas,23,False
5428,7,6490,ADECUACIoN SOLAR CALLE JAIME II – CALLE ALQUERIAS DE BELLVER,16,Benicalap,39,NO,3,Solares y suelo disponible,37,False
5573,7,6635,"Otorgar condicion de ""Barrios del deporte"" a Na Rovella y Cdad de las Ciencias",10,Quatre Carreres,6,NO,27,Instalaciones deportivas,16,False
5635,7,6697,VALLAR INSTALACIoN IDE TORREFIEL B (BALONCESTO Y FUTBOL),15,Rascanya,33,NO,-1,Sin clasificar,36,False
5646,7,6708,Arreglar carril bici en mal estado en su tramo en la Avenida de Burjassot,16,Benicalap,3,NO,1,Carriles bici y movilidad ciclista,7,False
5716,7,6778,Ampliar el parque de Escultor Frechina en el solar sin urbanizar,9,Jesús,12,NO,16,Pedanías y barrios periféricos,24,False
5742,7,6804,Pacificacion del trafico en Barrio Albors,12,Camins al Grau,32,NO,14,Pacificación del tráfico,20,False
512,1,2016-00007,Propuesta ayuntamiento. Zona juegos infantiles benifaraig,17,Pobles del Nord,0,SI,-1,Sin clasificar,36,True
522,1,2016-00017,"Propuesta Ayuntamiento. Mejora dotacion papeleras ordinarias, en calles, en jardines y para zonas de expansion caninca con expendedor de bolsas y cenicero",18,Pobles de l'Oest,0,SI,0,Pipicanes y zonas caninas,25,True
604,1,2016-00100,Propuesta ayuntamiento. Medidas de pacificacion del trafico,15,Rascanya,0,SI,14,Pacificación del tráfico,20,True
629,2,10,Convertir solares en zona de ocio infantil y juvenil y parque de juegos,7,l'Olivereta,139,SI,3,Solares y suelo disponible,37,True
660,2,41,Via Ciclo-Peatonal que una la zona de Nazaret con Quatrecarreres,11,Poblats Marítims,95,SI,1,Carriles bici y movilidad ciclista,7,True
671,2,52,Ampliar acera C/Cronista Rivelles y Santa Amalia y mejora semaforos,5,la Saïdia,3,NO,7,Iluminación pública,15,False
692,2,73,Parada autobus en deviament Benifaraig a l'altura del carrer Rector Aguilar,17,Pobles del Nord,10,NO,8,Transporte público (EMT),38,False
702,2,83,Jardin  San Pancracio-Plaza Joaquin Dualde,5,la Saïdia,5,NO,31,Jardines y arbolado,17,False
805,2,186,zona deportiva c. Motilla del Palancar frente n 17  19  21,15,Rascanya,36,SI,27,Instalaciones deportivas,16,True
847,2,228,Crear un Skatepark en el barrio de La Torre,19,Pobles del Sud,37,NO,-1,Sin clasificar,36,False
934,2,315,Contenedores de Reciclaje,6,el Pla del Real,8,NO,32,Recogida de residuos,27,False
952,2,333,Ampliacion parque de Benicalap y rehabilitacion del chalet del Americano,16,Benicalap,23,NO,-1,Sin clasificar,36,False
1030,2,411,ZONA DEPORTIVA AL AIRE LIBRE :  PISTAS DE PADEL O MULTIDEPORTE,19,Pobles del Sud,1,NO,27,Instalaciones deportivas,16,False
1084,2,465,Creacion gran espacio cultural barrio Orriols,15,Rascanya,1,NO,36,Equipamientos culturales,12,False
1120,2,501,RETIRAR SETOS BARRIO SANT PAU,4,Campanar,4,NO,41,Reurbanización de calles,33,False
1195,2,576,PACIFICAR CAMPAMENTO-FELIPE VALLS,18,Pobles de l'Oest,2,NO,-1,Sin clasificar,36,False
1214,3,1004,REURBANITZACIo DE LES AVINGUDES PEReZ GALDoS I GIORGETA,0,Toda la ciudad,628,NO,47,Convivencia y mobiliario urbano,11,False
1226,3,1016,CONSTRUCCIo D’UN NOU CAMP DE FUTBOL I VESTUARIS,0,Toda la ciudad,213,NO,21,Instalaciones deportivas,16,False
1274,3,1067,NI UN ALCORQUE VACiO,0,Toda la ciudad,102,NO,46,Pipicanes y zonas caninas,25,False
1336,3,1129,REURBANIZACIoN DE LAS CALLES SAN PEDRO Y LUIS DESPUIG DEL CABANYAL,0,Toda la ciudad,11,NO,41,Reurbanización de calles,33,False
1440,3,1233,PARQUE DE PARKOUR Y CALISTENIA,0,Toda la ciudad,118,NO,34,Parques y plazas,23,False
1465,3,1258,AMPLIAR ACERAS Y PLANTAR aRBOLES - BARRIO BOTaNICO,0,Toda la ciudad,18,NO,31,Jardines y arbolado,17,False
1466,3,1259,CONNEXIo DEL CARRIL BICI DEL PASSEIG MARiTIM,0,Toda la ciudad,8,NO,1,Carriles bici y movilidad ciclista,7,False
1613,3,1409,PABELLoN EN MARCHALENES,0,Toda la ciudad,105,NO,47,Convivencia y mobiliario urbano,11,False
1625,3,1421,CONTENEDORES PARA RECOGER EL ACEITE DOMeSTICO SOBRANTE.,0,Toda la ciudad,9,NO,32,Recogida de residuos,27,False
1628,3,1424,POSTES S.O.S. - POSTES DE AVISO A LA POLICiA LOCAL Y EMERGENCIAS EN GENERAL,0,Toda la ciudad,1,NO,15,Seguridad ciudadana,35,False
1652,3,1448,AMPLIACIo DEL NOMBRE DE PLACES D'ESTACIONAMENT AL BARRI DE RUSSAFA,0,Toda la ciudad,2,NO,9,Aparcamiento para vehículos,3,False
1681,3,1477,ARREGLAR LA ACERA LLENA DE MONTICULOS QUE PRODUCEN CAIDAS DE ANCIANOS,0,Toda la ciudad,2,NO,-1,Sin clasificar,36,False
1698,3,1494,TORRADEROS EN VALENCIA,0,Toda la ciudad,4,NO,47,Convivencia y mobiliario urbano,11,False
1703,3,1499,HACER MaS VERDE EL DISTRITO DE BENICALAP,0,Toda la ciudad,112,NO,-1,Sin clasificar,36,False
1713,3,1509,ADECUACIoN DEL SOLAR CALLE NINO BRAVO (FRENTE oPERA REINA SOFiA),0,Toda la ciudad,5,NO,16,Pedanías y barrios periféricos,24,False
1726,3,1522,BAÑOS PuBLICOS EN BENIMACLET,0,Toda la ciudad,13,NO,12,Fuentes y aseos públicos,14,False
1729,3,1525,ESPACIO DE CONVIVENCIA CIUDADANA.,0,Toda la ciudad,0,NO,38,Paneles informativos,21,False
1753,3,1549,CREACION DE UN CENTRO DE ESCALADA INDOOR,0,Toda la ciudad,130,NO,9,Aparcamiento para vehículos,3,False
1826,4,2055,AUMENTO DE LA SEGURIDAD PARA LOS NIÑOS EN LA FUENTE DE RUZAFA (PZ. DR. LANDETE),2,l'Eixample,7,NO,33,Parques infantiles,22,False
1838,4,2067,ASFALTAR  LA C/CREUETA ALTA Y ENTRADA CASA COLOMINS,19,Pobles del Sud,41,SI,-1,Sin clasificar,36,True
1852,4,2081,AJARDINAMIENTO SOLAR EN BARRIO DE MONTOLIVET,10,Quatre Carreres,31,NO,3,Solares y suelo disponible,37,False
1940,4,2169,CARRIL BICI POR LA CALLE SERRERIA,12,Camins al Grau,34,NO,1,Carriles bici y movilidad ciclista,7,False
1988,4,2217,PAELLEROS+MESAS PICNIC  PARA NUEVA ALCALDIA,17,Pobles del Nord,17,NO,34,Parques y plazas,23,False
2011,4,2240,"ACERA FINCA PLAZA DE AVILA, 14",5,la Saïdia,47,NO,37,Parques y plazas,23,False
2046,4,2275,"CREACIoN DE NUEVAS ZONAS AJARDINADAS, PARQUES Y ZONA PaRQUING",20,No consta,4,NO,34,Parques y plazas,23,False
2060,4,2289,MEGAFONIA PARA BANDOS EN CASES DE BaRCENA Y CREACIoN DE APP PARA BANDOS.,17,Pobles del Nord,0,NO,-1,Sin clasificar,36,False
2103,4,2332,AMPLIAR ZONA JUEGOS INFANTIL EN 3º FASE PARQUE JUAN BAUTISTA PASTOR (BORBOTo),17,Pobles del Nord,30,SI,-1,Sin clasificar,36,True
2176,4,2405,"INSTAL.LACIo DE BANCS A C/ PALLETER, aNGEL GUIMERa, JOAN LLORENÇ I MARTi L'HUMa",3,Extramurs,0,SI,-1,Sin clasificar,36,True
2196,4,2425,RENOVACIoN ALCORQUES DISTRITO 9  -JESuS-,9,Jesús,1,NO,-1,Sin clasificar,36,False
2280,4,2509,ASFALTADO CALLE MuSICO GOMIS.,8,Patraix,16,NO,-1,Sin clasificar,36,False
2296,4,2525,FUENTES PuBLICAS DE AGUA POTABLE EN EL CENTRO,1,Ciutat Vella,62,NO,12,Fuentes y aseos públicos,14,False
2349,5,3037,Soterrar los contenedores de Reig Genoves entre San Juan Bosco y Reig Genoves,0,Toda la ciudad,11,NO,48,Recogida de residuos,27,False
2377,5,3065,Acabar el carril bici de la calle San Vicente y conectarlo con el otro tramo,0,Toda la ciudad,129,NO,1,Carriles bici y movilidad ciclista,7,False
2439,5,3127,AMPLIAR RUTAS Y UNIDADES DE LA EMT EN HORARIO NOCTURNO,0,Toda la ciudad,136,NO,-1,Sin clasificar,36,False
2565,5,3253,Contenedores Reciclaje,0,Toda la ciudad,20,NO,32,Recogida de residuos,27,False
2587,5,3275,Soterrar el trafico en el cruce de Primado Reig con C/ Cofrentes y V.Zaragoza,0,Toda la ciudad,12,NO,-1,Sin clasificar,36,False
2715,5,3403,Modificar zona azul del barrio del Ensanche (CP 46005),0,Toda la ciudad,9,NO,42,Aceras y movilidad peatonal,2,False
2805,5,3493,Construccion PABELLoN municipal barrios Algiros y Camins al Grau,0,Toda la ciudad,154,NO,39,Centros cívicos y huertos urbanos,8,False
2838,5,3526,Auditorio Parque de Benicalap,0,Toda la ciudad,20,NO,-1,Sin clasificar,36,False
2994,6,4050,Control y tratamiento generalizado anti-termitas,1,Ciutat Vella,95,NO,-1,Sin clasificar,36,False
3014,6,4070,Colocacion Bancos,10,Quatre Carreres,16,NO,9,Aparcamiento para vehículos,3,False
3054,6,4110,Font de Sant Lluis,10,Quatre Carreres,30,NO,40,Pedanías y barrios periféricos,24,False
3172,6,4228,Nuevos parques infantiles de juego sin contacto,3,Extramurs,41,NO,-1,Sin clasificar,36,False
3322,6,4378,Velocidad y contaminacion acusticas,9,Jesús,12,NO,23,Reducción del ruido,29,False
3335,6,4391,Circuito canino agility,19,Pobles del Sud,12,NO,44,Repavimentación de calzadas,32,False
3351,6,4407,Avenida Ecuador,16,Benicalap,3,NO,-1,Sin clasificar,36,False
3421,6,4477,"Papeleras para tod@s, accesibles a niñ@s y personas con movilidad reducida.",14,Benimaclet,39,NO,-1,Sin clasificar,36,False
3437,6,4493,Mantenimiento de arbolado y badenes Zona Falla Archiduque Carlos-Musico Gomis,8,Patraix,19,NO,-1,Sin clasificar,36,False
3485,6,4542,Ampliar aceras de la calle Marques de Sotelo (reurbanizacion definitiva),1,Ciutat Vella,30,NO,41,Reurbanización de calles,33,False
3579,6,4636,Asfaltado de descampado en calle Alcacer,7,l'Olivereta,144,NO,35,Asfalto y pavimentación,4,False
3722,6,4780,Quiosco y parque en la mediana de Blasco Ibañez a la altura de Plaza de Honduras,13,Algirós,51,NO,34,Parques y plazas,23,False
3739,6,4799,"Limpieza C/Leones, C/Pobla de Farnals, C/Duc de Gaeta y C/ Pepe Alba",13,Algirós,21,NO,-1,Sin clasificar,36,False
3748,6,4808,C/Ruzafa y Cirilo solo residentes.,2,l'Eixample,6,NO,45,Pedanías y barrios periféricos,24,False
3814,6,4875,Purificadores con filtro HEPA y sensores de CO2 en los centros escolares,2,l'Eixample,76,NO,29,Centros educativos,10,False
3824,6,4885,INSTALACIoN DE FUENTES DE AGUA FILTRADA,4,Campanar,35,SI,12,Fuentes y aseos públicos,14,True
3872,6,4934,Finalizacion del campo de futbol SOCIOPOLIS,19,Pobles del Sud,27,NO,21,Instalaciones deportivas,16,False
3890,6,4952,REUBICAR PARADA EMT PELIGROSA BARRIO ORRIOLS,15,Rascanya,32,NO,-1,Sin clasificar,36,False
3975,6,5037,Comisaria en castellar-oliveral,19,Pobles del Sud,38,NO,15,Seguridad ciudadana,35,False
4016,6,5078,Ampliacion de acera en la Calle Dr. Andres Piquer (del nº60 al 42 muy peligroso),17,Pobles del Nord,30,NO,42,Aceras y movilidad peatonal,2,False
4118,6,5180,URBANIZACIoN CAMI DE VERoNICA PARA MEJORA ACCESO RESIDENCIAL CASALTAS,17,Pobles del Nord,19,NO,39,Centros cívicos y huertos urbanos,8,False
4219,6,5281,TRES FORQUES: LA CALLE DE LAS PERSONAS. Pacificacion del trafico (I),7,l'Olivereta,36,NO,14,Pacificación del tráfico,20,False
4238,7,5300,"FUENTES DE AGUA POTABLE, FILTRADA Y REFRIGERADA",7,l'Olivereta,54,SI,12,Fuentes y aseos públicos,14,True
4243,7,5305,Dotar de iluminacion las canchas deportivas de la C/ Musico Gines,13,Algirós,38,SI,7,Iluminación pública,15,True
4267,7,5329,Adecuar Descampado Lebon,12,Camins al Grau,21,NO,47,Convivencia y mobiliario urbano,11,False
4276,7,5338,Carril bici en Santos Justo y Pastor,13,Algirós,45,NO,1,Carriles bici y movilidad ciclista,7,False
4297,7,5359,Reforma integral del parc de la estacioneta (o del trenet),9,Jesús,50,SI,34,Parques y plazas,23,True
4310,7,5372,APARCAMIENTO CEMENTERIO CAMPANAR,4,Campanar,34,NO,-1,Sin clasificar,36,False
4330,7,5392,Mejorar Carril Bici Avenida Peris i Valero,2,l'Eixample,40,NO,1,Carriles bici y movilidad ciclista,7,False
4394,7,5456,? PARQUE DE BARRAS-CALISTENIA EN EL RiO (tramo Quatre Carreres),10,Quatre Carreres,35,NO,13,Río Turia y litoral,34,False
4407,7,5469,REMODELAR JARDIN PLAZA DEL CEDRO,13,Algirós,0,SI,31,Jardines y arbolado,17,True
4438,7,5500,Lavabo publico: Acceso a los wc,19,Pobles del Sud,17,NO,12,Fuentes y aseos públicos,14,False
4444,7,5506,Biciparcs,13,Algirós,9,NO,1,Carriles bici y movilidad ciclista,7,False
4469,7,5531,Paso de cebra Av. Perez Galdos numero 41,3,Extramurs,53,NO,47,Convivencia y mobiliario urbano,11,False
4496,7,5558,Pista de padel,19,Pobles del Sud,44,NO,-1,Sin clasificar,36,False
4572,7,5634,Carril bici hasta el hospital Arnau de Vilanova,4,Campanar,7,NO,1,Carriles bici y movilidad ciclista,7,False
4586,7,5648,Cambio recorrido linea 95 por Av. Las Moreras en ambos sentidos.,12,Camins al Grau,23,NO,-1,Sin clasificar,36,False
4592,7,5654,Cruce Peligroso Martinez Aloy con Pintor Segrelles.,3,Extramurs,5,NO,-1,Sin clasificar,36,False
4621,7,5683,Alqueria de Los Frailes,8,Patraix,9,NO,47,Convivencia y mobiliario urbano,11,False
4632,7,5694,ACABAMENT INSTAL.LACIo ESPORTIVA REINA VIOLANT,4,Campanar,0,SI,28,Mobiliario urbano deportivo,19,True
4803,7,5865,Piscina publica sin cloro,3,Extramurs,7,NO,5,Instalaciones deportivas,16,False
4808,7,5870,PACIFICAR EL TRAFICO EN AV. AUSIAS MARCH,10,Quatre Carreres,15,NO,14,Pacificación del tráfico,20,False
4845,7,5907,Nuevo centro Salud Nou Patraix ( Safranar),8,Patraix,21,NO,18,Centros de salud,9,False
4912,7,5974,"LOS JARDINES DEL GRUPO DE VIVIENDAS "" 8 DE MARZO "" DEL BARRIO TRES FORQUES.",7,l'Olivereta,7,NO,31,Jardines y arbolado,17,False
4960,7,6022,Cambio areas de juego en varios parques infantiles,4,Campanar,5,NO,-1,Sin clasificar,36,False
4986,7,6048,Separacion de vial Maestro Rodrigo desde el nº52 hasta el nº40,4,Campanar,2,NO,47,Convivencia y mobiliario urbano,11,False
5008,7,6070,Dignificar la xona davant de Sant Valer,2,l'Eixample,29,NO,40,Pedanías y barrios periféricos,24,False
5087,7,6149,Aceras inundables,2,l'Eixample,0,NO,12,Fuentes y aseos públicos,14,False
5106,7,6168,Cambio farolas Calle Alqueria de la Comtessa (IES Malilla),10,Quatre Carreres,6,NO,42,Aceras y movilidad peatonal,2,False
5130,7,6192,PAVIMENTACIoN DE LOS VIALES DE LA DEVESA DE EL SALER.,19,Pobles del Sud,30,SI,-1,Sin clasificar,36,True
5137,7,6199,Excesos en la ocupacion de aceras,1,Ciutat Vella,14,NO,17,Rehabilitación de mercados,30,False
5207,7,6269,Centro de salud,8,Patraix,28,NO,18,Centros de salud,9,False
5232,7,6294,PROPUESTA DE MODIFICACIoN DEL TRaFICO EN LA CALLE SOLLANA E IMPLANTACIoN DE UN P,10,Quatre Carreres,0,NO,42,Aceras y movilidad peatonal,2,False
5249,7,6311,Alumbrado calle Albalat dels Tarongers,13,Algirós,14,NO,42,Aceras y movilidad peatonal,2,False
5346,7,6408,Urbanizacion Plaza Juan Pablo II,4,Campanar,33,NO,39,Centros cívicos y huertos urbanos,8,False
5438,7,6500,PLACAS FOTOVOLTAICAS PARA EL POLIDEPORTIVO DR. LLUCH,11,Poblats Marítims,47,SI,3,Solares y suelo disponible,37,True
5439,7,6501,Projecte tecnic,19,Pobles del Sud,4,NO,-1,Sin clasificar,36,False
5460,7,6522,Readequacio del passatge Santa Mª Micaela i Horticultor Corset,3,Extramurs,112,NO,-1,Sin clasificar,36,False
5461,7,6523,Millora de la il·luminacio a la ronda nord,14,Benimaclet,0,SI,-1,Sin clasificar,36,True
5483,7,6545,CIERRE NOCTURNO DE PARQUES MONTEOLIVETE,10,Quatre Carreres,32,NO,34,Parques y plazas,23,False
5486,7,6548,Aprovechar el antiguo solar del cuartel de la guardia civil en Nazaret,11,Poblats Marítims,14,NO,37,Parques y plazas,23,False
5496,7,6558,Adecentar el solar de calle Carolina alvarez 33-41 con un aparcamiento publico,12,Camins al Grau,0,NO,3,Solares y suelo disponible,37,False
5502,7,6564,MEJORA DE CALZADA Y CREACIoN DE ACERAS EN LA FONTETA,10,Quatre Carreres,0,NO,-1,Sin clasificar,36,False
5504,7,6566,ACTUALIZACIoN PARTICIPATIVA DE LA PLAZA DE SAN ROQUE,16,Benicalap,16,NO,37,Parques y plazas,23,False
5554,7,6616,Peatonalitzacio carrer Pare Alegre (entrada ppal CEIP Pare Catala),14,Benimaclet,42,NO,42,Aceras y movilidad peatonal,2,False
5558,7,6620,"NATURALIZACIoN PLAZA LA BOTJA, PARQUE PARA NIÑ+S Y REHABILITACIoN PALACIO BALMES",1,Ciutat Vella,27,NO,-1,Sin clasificar,36,False
5603,7,6665,Remodelacion del parque Calle Archena nº20,7,l'Olivereta,67,NO,34,Parques y plazas,23,False
5619,7,6681,Superilla Pla del Remei,2,l'Eixample,49,NO,47,Convivencia y mobiliario urbano,11,False
5637,7,6699,Iluminacion Parque La carrasca - Campus de tarongers,13,Algirós,25,NO,30,Pedanías y barrios periféricos,24,False
5671,7,6733,Propuesta Proyecto Decidim 2022,19,Pobles del Sud,21,SI,38,Paneles informativos,21,True
5697,7,6759,Creacio d'ITINERARIS ACCESSIBLES a Ciutat Vella,1,Ciutat Vella,21,NO,39,Centros cívicos y huertos urbanos,8,False
5701,7,6763,Eliminacion de farolas en C/Sta. Cruz de Tenerife,8,Patraix,11,NO,-1,Sin clasificar,36,False
5704,7,6766,Conectar el complejo sanitario de Campanar con la red de carriles bici,4,Campanar,5,NO,1,Carriles bici y movilidad ciclista,7,False
5748,7,6810,Jardines en Chaflanes,3,Extramurs,32,NO,31,Jardines y arbolado,17,False
5752,7,6814,Rocodromo en el rio,11,Poblats Marítims,3,NO,13,Río Turia y litoral,34,False
5753,7,6815,RENOVACIoN Y MEJORA ALUMBRADO EN EL BARRIO CAMI REAL,8,Patraix,7,NO,-1,Sin clasificar,36,False
5778,7,6840,Repavimentacion calzada C/ Don Quijote,18,Pobles de l'Oest,0,SI,44,Repavimentación de calzadas,32,True
19,1,2015-00022,Eliminar barrera arquitectonica,8,Patraix,0,SI,-1,Sin clasificar,36,True
239,1,2015-00286,Renovacion de contenedores basura,8,Patraix,0,SI,32,Recogida de residuos,27,True
572,1,2016-00067,Propuesta ayuntamiento. Mejora de la accesibilidad en paradas del transporte urbano de rascanya,15,Rascanya,0,SI,43,Pacificación del tráfico,20,True
617,1,2016-00113,Propuesta ayuntamiento. Medidas de pacificacion del trafico,13,Algirós,0,SI,14,Pacificación del tráfico,20,True
649,2,30,Pavimentar acera olvidada de los nºs pares en Rafael Cisternes,6,el Pla del Real,10,NO,47,Convivencia y mobiliario urbano,11,False
658,2,39,"Carril bici en las grandes vias:  Germanias, Marques del Turia...",2,l'Eixample,637,NO,1,Carriles bici y movilidad ciclista,7,False
669,2,50,"Carril bici y calmado de trafico en Av. Constitucion, puentes y margenes del rio",5,la Saïdia,250,SI,1,Carriles bici y movilidad ciclista,7,True
670,2,51,Carril bici por la calle Maximiliano Thous,5,la Saïdia,21,NO,1,Carriles bici y movilidad ciclista,7,False
